iata,lat,lon,country,icao,tz,city,subd,size
SWW,32.46736,-100.46656,US,KSWW,America/Chicago,Sweetwater,Texas,small
SZL,38.73031,-93.54786,US,KSZL,America/Chicago,Knob Noster,Missouri,small
TBR,32.48275,-81.73694,US,KTBR,America/New_York,Statesboro,Georgia,small
TCS,33.23536,-107.26989,US,KTCS,America/Denver,Truth Or Consequences,New Mexico,small
TDO,46.5,-122.8,US,KTDO,America/Los_Angeles,Toledo,Washington,small
TRX,40.08353,-93.59064,US,KTRX,America/Chicago,Trenton,Missouri,small
TUS,32.11607,-110.94101,US,KTUS,America/Phoenix,Tucson,Arizona,medium
NIR,28.36244,-97.66192,US,KTX2,America/Chicago,Beeville,Texas,small
VLD,30.78137,-83.27622,US,KVLD,America/New_York,Valdosta,Georgia,small
VPS,30.48322,-86.52604,US,KVPS,America/Chicago,Valparaiso/Destin-Ft Walton Beach,Florida,medium
WHP,34.25933,-118.41343,US,KWHP,America/Los_Angeles,Los Angeles,California,medium
UKN,43.28048,-91.46953,US,KY01,America/Chicago,Waukon,Iowa,small
BCC,63.57161,-156.14405,US,KZ48,America/Anchorage,Bear Creek,Alaska,small
TIA,41.4147,19.7206,AL,LATI,Europe/Tirane,Tirana,,small
HKV,41.9764,25.5898,BG,LBHS,Europe/Sofia,Haskovo,Khaskovo,small
LCA,34.8751,33.6249,CY,LCLK,Asia/Nicosia,Larnarca,Larnaka,large
RJK,45.2169,14.5703,HR,LDRI,Europe/Zagreb,Rijeka,Primorsko-Goranska,small
SJZ,38.6655,-28.1758,PT,LPSJ,Atlantic/Azores,Velas,Azores,small
ARW,46.1766,21.262,RO,LRAR,Europe/Bucharest,Arad,Arad,small
LUG,46.0043,8.91058,CH,LSZA,Europe/Zurich,Lugano,Ticino,small
MLH,47.5896,7.52991,CH,LSZM,Europe/Paris,Bale/Mulhouse,Grand Est,large
ESB,40.1281,32.9951,TR,LTAC,Europe/Istanbul,Ankara,Ankara,large
AYT,36.8987,30.8005,TR,LTAI,Europe/Istanbul,Antalya,Antalya,medium
GZT,36.9472,37.4787,TR,LTAJ,Europe/Istanbul,Gaziantep,Gaziantep,small
MZH,40.8294,35.522,TR,LTAP,Europe/Istanbul,Amasya,Amasya,small
VAS,39.8138,36.9035,TR,LTAR,Europe/Istanbul,Sivas,Sivas,small
KCO,40.735,30.0833,TR,LTBQ,Europe/Istanbul,,Kocaeli,small
KSY,40.5622,43.115,TR,LTCF,Europe/Istanbul,Kars,Kars,small
MSR,38.7478,41.6612,TR,LTCK,Europe/Istanbul,Mus,Muş,small
KCM,37.53883,36.95352,TR,LTCN,Europe/Istanbul,Kahramanmaras,Kahramanmaraş,small
BJV,37.2506,27.6643,TR,LTFE,Europe/Istanbul,Bodrum,Mugla,medium
KNB,37.01051,-112.53148,US,KKNB,America/Denver,Kanab,Utah,small
LBF,41.12621,-100.68365,US,KLBF,America/Chicago,North Platte,Nebraska,small
LIY,31.9,-81.6,US,KLHW,America/New_York,Fort Stewart (Hinesville),Georgia,small
LNK,40.9,-96.8,US,KLNK,America/Chicago,Lincoln,Nebraska,small
LOU,38.22798,-85.66375,US,KLOU,America/New_York,Louisville,Kentucky,small
LRJ,42.77856,-96.19358,US,KLRJ,America/Chicago,Le Mars,Iowa,small
LVS,35.65422,-105.14239,US,KLVS,America/Denver,Las Vegas,New Mexico,small
LYO,38.3,-98.2,US,KLYO,America/Chicago,Lyons,Kansas,small
MAC,32.82176,-83.56193,US,KMAC,America/New_York,Macon,Georgia,small
MER,37.4,-120.6,US,KMER,America/Los_Angeles,Atwater,California,small
MSV,41.7,-74.8,US,KMSV,America/New_York,Monticello,New York,small
ONP,44.58036,-124.05792,US,KONP,America/Los_Angeles,Newport,Oregon,small
ORL,28.5,-81.3,US,KORL,America/New_York,Orlando,Florida,small
PAO,37.46111,-122.11506,US,KPAO,America/Los_Angeles,Palo Alto,California,small
PGM,59.34848,-151.83032,US,KPGM,America/Anchorage,Port Graham,Alaska,small
PHP,44.04873,-101.59884,US,KPHP,America/Denver,Philip,South Dakota,small
PLN,45.57092,-84.79672,US,KPLN,America/Detroit,Pellston,Michigan,small
PSK,37.13734,-80.67848,US,KPSK,America/New_York,Dublin,Virginia,small
PSM,43.07794,-70.82328,US,KPSM,America/New_York,Portsmouth,New Hampshire,small
PTT,37.70253,-98.747,US,KPTT,America/Chicago,Pratt,Kansas,small
PUW,46.74169,-117.11162,US,KPUW,America/Los_Angeles,Pullman/Moscow,Washington,small
PVF,38.72423,-120.75331,US,KPVF,America/Los_Angeles,Placerville,California,small
RBL,40.15031,-122.25219,US,KRBL,America/Los_Angeles,Red Bluff,California,small
RIF,38.73411,-112.10158,US,KRIF,America/Denver,Richfield,Utah,small
RIW,43.06425,-108.45983,US,KRIW,America/Denver,Riverton,Wyoming,small
RMG,34.35078,-85.15867,US,KRMG,America/New_York,Rome,Georgia,small
AHM,42.19028,-122.66064,US,KS03,America/Los_Angeles,Ashland,Oregon,small
SUO,43.87631,-121.45305,US,KS21,America/Los_Angeles,Sunriver,Oregon,small
SAS,33.24119,-115.95258,US,KSAS,America/Los_Angeles,Salton City,California,small
SCH,42.85272,-73.92956,US,KSCH,America/New_York,Schenectady,New York,small
SCK,37.89441,-121.23874,US,KSCK,America/Los_Angeles,Stockton,California,small
SEE,32.82622,-116.97244,US,KSEE,America/Los_Angeles,San Diego/El Cajon,California,small
SEP,32.21533,-98.17767,US,KSEP,America/Chicago,Stephenville,Texas,small
SFB,28.77718,-81.23491,US,KSFB,America/New_York,Orlando,Florida,medium
SMO,34.01582,-118.45131,US,KSMO,America/Los_Angeles,Santa Monica,California,small
CTT,43.2525,5.78519,FR,LFMQ,Europe/Paris,Le Castellet,Provence-Alpes-Cote-d'Azur,small
NVS,47.0026,3.11333,FR,LFQG,Europe/Paris,Nevers/Fourchambault,Bourgogne-Franche-Comte,small
LME,47.9486,0.20167,FR,LFRM,Europe/Paris,Le Mans/Arnage,Pays-de-la-Loire,small
MXN,48.6032,-3.81578,FR,LFRU,Europe/Paris,Morlaix/Ploujean,Brittany,small
RHE,49.31,4.05,FR,LFSR,Europe/Paris,Reims/Champagne,Grand Est,small
IOA,39.6964,20.8225,GR,LGIO,Europe/Athens,Ioannina,Epirus,small
KSJ,35.4214,26.91,GR,LGKS,Europe/Athens,Kasos Island,South Aegean,small
SUF,38.9054,16.2423,IT,LICA,Europe/Rome,Lamezia Terme,Calabria,small
UHE,49.0294,17.4397,CZ,LKKU,Europe/Prague,Uherske Hradiste,Zlin,small
CBP,40.1572,-8.47,PT,LPCO,Europe/Lisbon,,Coimbra,small
COV,40.2648,-7.47996,PT,LPCV,Europe/Lisbon,,Castelo-Branco,small
TER,38.7618,-27.0908,PT,LPLA,Atlantic/Azores,Lajes,Azores,small
SJJ,43.8246,18.3315,BA,LQSA,Europe/Sarajevo,Sarajevo,Federation-of-B&H,small
TZL,44.4587,18.7248,BA,LQTZ,Europe/Sarajevo,Tuzla,Federation-of-B&H,small
BCM,46.5219,26.9103,RO,LRBC,Europe/Bucharest,Bacau,Bacau,small
ZHI,47.1816,7.41719,CH,LSZG,Europe/Zurich,,Solothurn,small
UAB,37.0021,35.4259,TR,LTAG,Europe/Istanbul,Adana,Adana,small
KYA,37.979,32.5619,TR,LTAN,Europe/Istanbul,Konya,Konya,small
BZI,39.6193,27.926,TR,LTBF,Europe/Istanbul,Balikesir,Balikesir,small
ESK,39.7841,30.5821,TR,LTBI,Europe/Istanbul,Eskisehir,Eskişehir,small
TZX,40.9951,39.7897,TR,LTCG,Europe/Istanbul,Trabzon,Trabzon,small
RMO,46.9277,28.931,MD,LUKK,Europe/Chisinau,Chișinău,Chișinău Municipality,small
LBB,33.66367,-101.82056,US,KLBB,America/Chicago,Lubbock,Texas,medium
LCH,30.12608,-93.22342,US,KLCH,America/Chicago,Lake Charles,Louisiana,small
LGC,33.00915,-85.0732,US,KLGC,America/New_York,Lagrange,Georgia,small
LRU,32.28942,-106.92197,US,KLRU,America/Denver,Las Cruces,New Mexico,small
LWL,41.11711,-114.92214,US,KLWL,America/Los_Angeles,Wells,Nevada,small
LWV,38.76428,-87.6055,US,KLWV,America/Chicago,Lawrenceville,Illinois,small
LXV,39.21947,-106.31642,US,KLXV,America/Denver,Leadville,Colorado,small
MAW,36.5982,-89.99255,US,KMAW,America/Chicago,Malden,Missouri,small
MFD,40.82142,-82.51664,US,KMFD,America/New_York,Mansfield,Ohio,small
MGR,31.08558,-83.80281,US,KMGR,America/New_York,Moultrie,Georgia,small
MGY,39.58897,-84.22486,US,KMGY,America/New_York,Dayton,Ohio,small
MIB,48.41577,-101.35804,US,KMIB,America/Chicago,Minot,North Dakota,small
MKE,42.94693,-87.89706,US,KMKE,America/Chicago,Milwaukee,Wisconsin,medium
MLF,38.42664,-113.01327,US,KMLF,America/Denver,Milford,Utah,small
MLJ,33.2,-83.2,US,KMLJ,America/New_York,Milledgeville,Georgia,small
MNN,40.61625,-83.06347,US,KMNN,America/New_York,Marion,Ohio,small
MPJ,35.13883,-92.90919,US,KMPJ,America/Chicago,Morrilton,Arkansas,small
MVN,38.32336,-88.8585,US,KMVN,America/Chicago,Mount Vernon,Illinois,small
MWC,43.11039,-88.03442,US,KMWC,America/Chicago,Milwaukee,Wisconsin,small
NFL,39.41783,-118.69859,US,KNFL,America/Los_Angeles,Fallon,Nevada,small
NGW,27.70242,-97.43882,US,KNGW,America/Chicago,Corpus Christi,Texas,small
NKX,32.86853,-117.14319,US,KNKX,America/Los_Angeles,San Diego,California,small
YUM,32.65657,-114.60599,US,KNYL,America/Phoenix,Yuma,Arizona,small
OBE,27.26657,-80.85039,US,KOBE,America/New_York,Okeechobee,Florida,small
OKK,40.52767,-86.05975,US,KOKK,America/Indiana/Indianapolis,Kokomo,Indiana,small
OLE,42.24119,-78.37136,US,KOLE,America/New_York,Olean,New York,small
OLM,46.9694,-122.90254,US,KOLM,America/Los_Angeles,Olympia,Washington,small
OMK,48.46441,-119.51805,US,KOMK,America/Los_Angeles,Omak,Washington,small
OPF,25.9,-80.3,US,KOPF,America/New_York,Miami,Florida,small
ORI,57.88493,-152.84757,US,KORI,America/Anchorage,Port Lions,Alaska,small
OXR,34.20081,-119.20723,US,KOXR,America/Los_Angeles,Oxnard,California,small
GLB,33.35314,-110.66736,US,KP13,America/Phoenix,Globe,Arizona,small
POB,35.17089,-79.0145,US,KPOB,America/New_York,Fayetteville,North Carolina,small
PRC,34.65483,-112.41922,US,KPRC,America/Phoenix,Prescott,Arizona,small
SYT,46.4125,4.01326,FR,LFLN,Europe/Paris,Saint-Yan,Bourgogne-Franche-Comte,small
CEQ,43.542,6.95348,FR,LFMD,Europe/Paris,Cannes/Mandelieu,Provence-Alpes-Cote-d'Azur,small
AVN,43.9073,4.90183,FR,LFMV,Europe/Paris,Avignon/Caumont,Provence-Alpes-Cote-d'Azur,small
XCR,48.7761,4.18449,FR,LFOK,Europe/Paris,Chalons/Vatry,Grand Est,small
LAI,48.7544,-3.47166,FR,LFRO,Europe/Paris,Lannion,Brittany,small
FSP,46.7629,-56.1731,PM,LFVP,America/Miquelon,Saint-Pierre,,small
ATH,37.9364,23.9445,GR,LGAV,Europe/Athens,Athens,Attica,large
KZS,36.1417,29.5764,GR,LGKJ,Europe/Athens,Kastelorizo Island,South Aegean,small
SOB,46.6864,17.1591,HU,LHSM,Europe/Budapest,Sarmellek,Zala,small
LCC,40.2392,18.1333,IT,LIBN,Europe/Rome,,Apulia,small
CAG,39.2515,9.05428,IT,LIEE,Europe/Rome,Cagliari,Sardinia,medium
PSA,43.6839,10.3927,IT,LIRP,Europe/Rome,Pisa,Tuscany,medium
GRS,42.7597,11.0719,IT,LIRS,Europe/Rome,Grosetto,Tuscany,small
KLV,50.203,12.915,CZ,LKKV,Europe/Prague,Karlovy Vary,Karlovarsky,small
OSR,49.6963,18.1111,CZ,LKMT,Europe/Prague,Ostrava,Moravskoslezsky,small
PED,50.0134,15.7386,CZ,LKPD,Europe/Prague,Pardubice,Pardubicky,small
MIP,30.6506,34.8069,IL,LLMR,Asia/Jerusalem,Mitzpe Ramon,Southern District,small
LNZ,48.2332,14.1875,AT,LOWL,Europe/Vienna,Linz,Upper-Austria,small
BYJ,38.0789,-7.9324,PT,LPBJ,Europe/Lisbon,Beja,Beja,small
HOR,38.5199,-28.7159,PT,LPHR,Atlantic/Azores,Horta,Azores,small
VRL,41.2743,-7.72047,PT,LPVR,Europe/Lisbon,,Vila-Real,small
BBU,44.5032,26.1021,RO,LRBS,Europe/Bucharest,Bucharest,Bucureşti,small
SPF,44.48106,-103.786,US,KSPF,America/Denver,Spearfish,South Dakota,small
SSC,33.97272,-80.47056,US,KSSC,America/New_York,Sumter,South Carolina,small
SUE,44.84367,-87.42153,US,KSUE,America/Chicago,Sturgeon Bay,Wisconsin,small
SYI,35.6,-86.4,US,KSYI,America/Chicago,Shelbyville,Tennessee,small
TDZ,41.6,-83.5,US,KTDZ,America/New_York,Toledo,Ohio,small
UGB,57.42536,-157.73987,US,KUGB,America/Anchorage,Pilot Point,Alaska,small
VEL,40.43608,-109.51142,US,KVEL,America/Denver,Vernal,Utah,small
VNY,34.20981,-118.48997,US,KVNY,America/Los_Angeles,Van Nuys,California,small
VSF,43.34372,-72.51728,US,KVSF,America/New_York,Springfield,Vermont,small
WAL,37.94019,-75.46639,US,KWAL,America/New_York,Wallops Island,Virginia,small
HUC,18.13807,-65.80071,US,KX63,America/Puerto_Rico,Humacao,Puerto Rico,small
SOF,42.69669,23.41144,BG,LBSF,Europe/Sofia,Sofia,Sofia-Capital,medium
CDT,40.21417,0.07333,ES,LECH,Europe/Madrid,Castellón de la Plana,Castellón,small
REU,41.1474,1.16717,ES,LERS,Europe/Madrid,Reus,Cataluña,small
VLL,41.7061,-4.85194,ES,LEVD,Europe/Madrid,Valladolid,Castilla y León,small
VGO,42.2318,-8.62677,ES,LEVX,Europe/Madrid,Vigo,Galicia,small
CNG,45.6583,-0.3175,FR,LFBG,Europe/Paris,Cognac/Chateaubernard,Nouvelle-Aquitaine,small
DLE,47.039,5.42725,FR,LFGJ,Europe/Paris,Dole/Tavaux,Bourgogne-Franche-Comte,small
KCL,56.31097,-158.53449,US,KKCL,America/Anchorage,Chignik Lagoon,Alaska,small
KEK,59.35684,-157.47114,US,KKEK,America/Anchorage,Ekwok,Alaska,small
LGA,40.77725,-73.87261,US,KLGA,America/New_York,New York,New York,large
LNS,40.12236,-76.29436,US,KLNS,America/New_York,Lancaster,Pennsylvania,small
MCC,38.66764,-121.40061,US,KMCC,America/Los_Angeles,Sacramento,California,small
MFR,42.37496,-122.87329,US,KMFR,America/Los_Angeles,Medford,Oregon,medium
MHR,38.55531,-121.29721,US,KMHR,America/Los_Angeles,Sacramento,California,small
MIE,40.24247,-85.39575,US,KMIE,America/Indiana/Indianapolis,Muncie,Indiana,small
MRK,26.0,-81.7,US,KMKY,America/New_York,Marco Island,Florida,small
MLU,32.5,-92.0,US,KMLU,America/Chicago,Monroe,Louisiana,small
MOB,30.69142,-88.24283,US,KMOB,America/Chicago,Mobile,Alabama,small
MRN,35.82022,-81.61142,US,KMRN,America/New_York,Morganton,North Carolina,small
MTP,41.07667,-71.92047,US,KMTP,America/New_York,Montauk,New York,small
MZJ,32.50983,-111.32533,US,KMZJ,America/Phoenix,Marana,Arizona,medium
NRS,32.56616,-117.11353,US,KNRS,America/Los_Angeles,Imperial Beach,California,small
OLF,48.0945,-105.57506,US,KOLF,America/Denver,Wolf Point,Montana,small
OSH,44.0,-88.6,US,KOSH,America/Chicago,Oshkosh,Wisconsin,small
PKD,46.9012,-95.07311,US,KPKD,America/Chicago,Park Rapids,Minnesota,small
PMH,38.84047,-82.84731,US,KPMH,America/New_York,Portsmouth,Ohio,small
PWY,42.79739,-109.81103,US,KPNA,America/Denver,Pinedale,Wyoming,small
POH,42.74289,-94.64736,US,KPOH,America/Chicago,Pocahontas,Iowa,small
POU,41.62658,-73.88419,US,KPOU,America/New_York,Poughkeepsie,New York,small
PPF,37.33081,-95.50617,US,KPPF,America/Chicago,Parsons,Kansas,small
PVD,41.72233,-71.42772,US,KPVD,America/New_York,Providence,Rhode Island,medium
PVU,40.21917,-111.72336,US,KPVU,America/Denver,Provo,Utah,small
PYM,41.9,-70.7,US,KPYM,America/New_York,Plymouth,Massachusetts,small
RDD,40.5,-122.3,US,KRDD,America/Los_Angeles,Redding,California,small
BXO,46.97444,8.39694,CH,LSZC,Europe/Zurich,Buochs,Nidwalden,small
MQM,37.2233,40.6317,TR,LTCR,Europe/Istanbul,Mardin,Mardin,small
IGD,39.97663,43.87665,TR,LTCT,Europe/Istanbul,Igdir,Kars,small
REO,42.57766,-117.88543,US,KREO,America/Boise,Rome,Oregon,small
ROX,48.85625,-95.69694,US,KROX,America/Chicago,Roseau,Minnesota,small
SBM,43.76978,-87.85172,US,KSBM,America/Chicago,Sheboygan,Wisconsin,small
SBX,48.54069,-111.87125,US,KSBX,America/Denver,Shelby,Montana,small
SDM,32.57228,-116.98017,US,KSDM,America/Los_Angeles,San Diego,California,small
SEF,27.45639,-81.34239,US,KSEF,America/New_York,Sebring,Florida,small
SGR,29.62225,-95.65653,US,KSGR,America/Chicago,Houston,Texas,small
SUM,33.99503,-80.36133,US,KSMS,America/New_York,Sumter,South Carolina,small
SRV,61.78975,-156.58853,US,KSRV,America/Anchorage,Stony River,Alaska,small
SUX,42.40131,-96.38442,US,KSUX,America/Chicago,Sioux City,Iowa,small
SVE,40.37569,-120.57269,US,KSVE,America/Los_Angeles,Susanville,California,small
SVN,32.01002,-81.14599,US,KSVN,America/New_York,Savannah,Georgia,small
OTK,45.41825,-123.81439,US,KTMK,America/Los_Angeles,Tillamook,Oregon,small
TTD,45.54936,-122.40125,US,KTTD,America/Los_Angeles,Portland,Oregon,medium
TYE,61.07666,-151.13807,US,KTYE,America/Anchorage,Tyonek,Alaska,small
NPH,39.73658,-111.87006,US,KU14,America/Denver,Nephi,Utah,small
UNU,43.42647,-88.70386,US,KUNU,America/Chicago,Juneau,Wisconsin,small
UTM,34.68506,-90.34778,US,KUTA,America/Chicago,Tunica,Mississippi,small
HTV,30.74689,-95.58717,US,KUTS,America/Chicago,Huntsville,Texas,small
VBG,34.73734,-120.58431,US,KVBG,America/Los_Angeles,Lompoc,California,small
VGT,36.2107,-115.19444,US,KVGT,America/Los_Angeles,Las Vegas,Nevada,small
VQQ,30.21878,-81.87717,US,KVQQ,America/New_York,Jacksonville,Florida,small
WVL,44.53325,-69.67553,US,KWVL,America/New_York,Waterville,Maine,small
XNA,36.28158,-94.30777,US,KXNA,America/Chicago,Fayetteville/Springdale/Rogers,Arkansas,medium
ZPH,28.228,-82.156,US,KZPH,America/New_York,Zephyrhills,Florida,medium
BOJ,42.5696,27.5152,BG,LBBG,Europe/Sofia,Burgas,Burgas,small
AKT,34.5904,32.9879,CY,LCRA,Asia/Nicosia,,,small
PUY,44.8935,13.9222,HR,LDPL,Europe/Zagreb,Pula,Istria,small
IBZ,38.8729,1.37312,ES,LEIB,Europe/Madrid,Ibiza,Islas Baleares,large
LPY,45.0807,3.76289,FR,LFHP,Europe/Paris,Le Puy/Loudes,Auvergne-Rhone-Alpes,small
CMF,45.6381,5.88023,FR,LFLB,Europe/Paris,Chambery/Aix-les-Bains,Auvergne-Rhone-Alpes,small
AUR,44.8914,2.42194,FR,LFLW,Europe/Paris,Aurillac,Auvergne-Rhone-Alpes,small
PGF,42.7404,2.87067,FR,LFMP,Europe/Paris,Perpignan/Rivesaltes,Occitanie,small
LSO,46.4769,-1.72278,FR,LFOO,Europe/Paris,Les Sables-d'Olonne,Pays-de-la-Loire,small
CET,47.0821,-0.87706,FR,LFOU,Europe/Paris,Cholet/Le Pontreau,Pays-de-la-Loire,small
RNS,48.0695,-1.73479,FR,LFRN,Europe/Paris,Rennes/Saint-Jacques,Brittany,small
SBK,48.5378,-2.85444,FR,LFRT,Europe/Paris,Saint-Brieuc/Armor,Brittany,small
DIJ,47.2689,5.09,FR,LFSD,Europe/Paris,Dijon/Longvic,Bourgogne-Franche-Comte,small
BVE,45.03967,1.4855,FR,LFSL,Europe/Paris,Limousin,Nouvelle-Aquitaine,small
KGS,36.7933,27.0917,GR,LGKO,Europe/Athens,Kos Island,South Aegean,medium
PAS,37.0103,25.1281,GR,LGPA,Europe/Athens,Paros Island,South Aegean,small
JTR,36.3992,25.4793,GR,LGSR,Europe/Athens,Santorini Island,South Aegean,small
BUD,47.4369,19.2556,HU,LHBP,Europe/Budapest,Budapest,Budapest,large
LMP,35.4979,12.6181,IT,LICD,Europe/Rome,Lampedusa,Sicily,small
BLX,46.1675,12.2479,IT,LIDB,Europe/Rome,Belluno,Veneto,small
MKA,49.9228,12.7247,CZ,LKMR,Europe/Prague,Marianske Lazne,Karlovarsky,small
EIY,30.6217,35.2033,IL,LLEY,Asia/Jerusalem,Sapir,Southern District,small
CVU,39.6715,-31.1136,PT,LPCR,Atlantic/Azores,Corvo,Azores,small
TGM,46.4677,24.4125,RO,LRTM,Europe/Bucharest,Targu Mures,Mureş,small
QLS,46.5453,6.61667,CH,LSGL,Europe/Zurich,Lausanne,Vaud,small
SIR,46.2196,7.32676,CH,LSGS,Europe/Zurich,Sion,Valais,small
ZJI,46.1608,8.87861,CH,LSZL,Europe/Zurich,,Ticino,small
NAV,38.7719,34.5345,TR,LTAZ,Europe/Istanbul,Nevsehir,Nevşehir,small
CII,37.815,27.8953,TR,LTBD,Europe/Istanbul,Aydin,Aydin,small
BDM,40.318,27.9777,TR,LTBG,Europe/Istanbul,Bandirma,Balikesir,small
VAN,38.4682,43.3323,TR,LTCI,Europe/Istanbul,Van,Van,small
NOP,42.0158,35.0664,TR,LTCM,Europe/Istanbul,Sinop,Sinop,small
LAA,38.06969,-102.6885,US,KLAA,America/Denver,Lamar,Colorado,small
LAF,40.41231,-86.93689,US,KLAF,America/New_York,Lafayette,Indiana,small
LAW,34.56771,-98.41664,US,KLAW,America/Chicago,Lawton,Oklahoma,small
LGD,45.28908,-118.00612,US,KLGD,America/Los_Angeles,La Grande,Oregon,small
LGF,32.9,-114.4,US,KLGF,America/Phoenix,Yuma Proving Ground (Yuma),Arizona,small
LKP,44.26448,-73.96187,US,KLKP,America/New_York,Lake Placid,New York,small
LRF,34.9,-92.1,US,KLRF,America/Chicago,Jacksonville,Arkansas,small
LSF,32.3,-85.0,US,KLSF,America/New_York,Fort Moore (Columbus),Georgia,small
LUK,39.10333,-84.41861,US,KLUK,America/New_York,Cincinnati,Ohio,small
LVM,45.69942,-110.44803,US,KLVM,America/Denver,Livingston,Montana,small
LWS,46.3745,-117.0154,US,KLWS,America/Los_Angeles,Lewiston,Idaho,small
MCN,32.69283,-83.64922,US,KMCN,America/New_York,Macon,Georgia,small
MCO,28.42939,-81.309,US,KMCO,America/New_York,Orlando,Florida,large
MDW,41.78597,-87.75242,US,KMDW,America/Chicago,Chicago,Illinois,large
MJX,39.92604,-74.29553,US,KMJX,America/New_York,Toms River,New Jersey,small
MOR,36.17939,-83.37544,US,KMOR,America/New_York,Morristown,Tennessee,small
MPZ,40.94661,-91.51117,US,KMPZ,America/Chicago,Mount Pleasant,Iowa,small
MSN,43.13988,-89.3375,US,KMSN,America/Chicago,Madison,Wisconsin,medium
MUO,43.0436,-115.87243,US,KMUO,America/Denver,Mountain Home,Idaho,small
MVE,44.96919,-95.71039,US,KMVE,America/Chicago,Montevideo,Minnesota,small
MVY,41.39342,-70.61387,US,KMVY,America/New_York,Vineyard Haven,Massachusetts,small
MYK,61.33616,-142.68589,US,KMYK,America/Anchorage,May Creek,Alaska,small
MYR,33.67974,-78.92832,US,KMYR,America/New_York,Myrtle Beach,South Carolina,medium
MYV,39.09778,-121.56983,US,KMYV,America/Los_Angeles,Marysville,California,small
NPA,30.35327,-87.31797,US,KNPA,America/Chicago,Pensacola,Florida,medium
OCF,29.17188,-82.22411,US,KOCF,America/New_York,Ocala,Florida,small
ONT,34.05601,-117.60119,US,KONT,America/Los_Angeles,Ontario,California,medium
OUN,35.24556,-97.47214,US,KOUN,America/Chicago,Norman,Oklahoma,small
OCE,38.3,-75.1,US,KOXB,America/New_York,Ocean City,Maryland,small
PAH,37.06029,-88.77296,US,KPAH,America/Chicago,Paducah,Kentucky,small
PGA,36.92607,-111.44835,US,KPGA,America/Phoenix,Page,Arizona,small
PHX,33.43428,-112.01158,US,KPHX,America/Phoenix,Phoenix,Arizona,large
PRB,35.67289,-120.62708,US,KPRB,America/Los_Angeles,Paso Robles,California,small
PSC,46.26468,-119.11902,US,KPSC,America/Los_Angeles,Pasco,Washington,small
PGO,37.28625,-107.05601,US,KPSO,America/Denver,Pagosa Springs,Colorado,small
RAP,44.04533,-103.05736,US,KRAP,America/Denver,Rapid City,South Dakota,small
VLC,39.4893,-0.48162,ES,LEVC,Europe/Madrid,Valencia,Comunidad Valenciana,small
RCO,45.8878,-0.98306,FR,LFDN,Europe/Paris,Rochefort/Saint-Agnant,Nouvelle-Aquitaine,small
CMR,48.1099,7.35901,FR,LFGA,Europe/Paris,Colmar/Houssen,Grand Est,small
FSC,41.5006,9.09778,FR,LFKF,Europe/Paris,Figari Sud-Corse,Corsica,small
LYS,45.7264,5.09083,FR,LFLL,Europe/Paris,Lyon,Auvergne-Rhone-Alpes,large
SNR,47.3122,-2.14918,FR,LFRZ,Europe/Paris,Saint-Nazaire/Montoir,Pays-de-la-Loire,small
HER,35.3397,25.1803,GR,LGIR,Europe/Athens,Heraklion,Crete,medium
LXS,39.9171,25.2363,GR,LGLM,Europe/Athens,Limnos Island,North Aegean,small
MLO,36.6969,24.4769,GR,LGML,Europe/Athens,Milos Island,South Aegean,small
MJT,39.0567,26.5983,GR,LGMT,Europe/Athens,Mytilene,North Aegean,small
PEV,45.9909,18.241,HU,LHPP,Europe/Budapest,Pecs-Pogany,Baranya,small
CRV,38.9972,17.0802,IT,LIBC,Europe/Rome,Crotone,Calabria,small
CTA,37.4668,15.0664,IT,LICC,Europe/Rome,Catania,Sicily,small
